frame_id,timestamp_ms,c2w_m00,c2w_m01,c2w_m02,c2w_m03,c2w_m10,c2w_m11,c2w_m12,c2w_m13,c2w_m20,c2w_m21,c2w_m22,c2w_m23,c2w_m30,c2w_m31,c2w_m32,c2w_m33,camera_model,camera_fx,camera_fy,camera_cx,camera_cy,camera_radial_k1,camera_radial_k2,camera_radial_k3,camera_radial_k4,camera_radial_k5,camera_radial_k6,camera_tangential_p1,camera_tangential_p2,input_keys,input_actions,input_mouse_buttons,input_mouse_dx,input_mouse_dy
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
3,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
4,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
5,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enter,general_confirm,,0.0,0.0
6,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
7,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
8,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enter,general_confirm,,0.0,0.0
9,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enter,general_confirm,,0.0,0.0
10,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enter,general_confirm,,0.0,0.0
11,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enter,general_confirm,,0.0,0.0
12,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
13,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
14,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
15,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
16,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
17,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
18,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
19,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
20,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
21,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
22,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
23,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
24,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
25,933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
26,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
27,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
28,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
29,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
30,1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
31,1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
32,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
33,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,3.0,-10.0
34,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,0.0,-2.0
35,1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,0.0,-1.0
36,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
37,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
38,1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
39,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
40,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
41,1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
42,1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
43,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
44,1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
45,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
46,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
47,1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
48,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
49,1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
50,1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
51,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
52,1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
53,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
54,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
55,2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
56,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
57,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
58,2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
59,2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
60,2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
61,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
62,2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
63,2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
64,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
65,2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
66,2467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
67,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
68,2533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
69,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
70,2633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,2.0,-6.0
71,2667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,3.0,-6.0
72,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
73,2733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
74,2767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
75,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
76,2833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
77,2867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
78,2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
79,2967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
80,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
81,3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
82,3067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
83,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
84,3133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
85,3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
86,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
87,3233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
88,3267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
89,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
90,3367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
91,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,1.0,-1.0
92,3433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
93,3467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
94,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
95,3533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
96,3567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
97,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,2.0,0.0
98,3633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,3.0,-2.0
99,3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
100,3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
101,3767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,2.0,0.0
102,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,2.0,-1.0
103,3833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,4.0,-2.0
104,3867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
105,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,1.0,-1.0
106,3933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,2.0,0.0
107,3967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,1.0,-1.0
108,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
109,4033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
110,4067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
111,4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,2.0,-2.0
112,4167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,1.0,-1.0
113,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
114,4233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,1.0,-2.0
115,4267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
116,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement_look_x_axis|movement_look_y_axis,,1.0,0.0
117,4333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
118,4367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
119,4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
120,4433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
121,4467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
122,4533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,equipment_primary_tool_action,Left,0.0,0.0
123,4567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,equipment_primary_tool_action,Left,0.0,0.0
124,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,equipment_primary_tool_action,Left,0.0,0.0
125,4633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,equipment_primary_tool_action,Left,0.0,0.0
126,4667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,equipment_primary_tool_action,Left,0.0,0.0
127,4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,equipment_primary_tool_action,Left,0.0,0.0
128,4733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
129,4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
130,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
131,4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
132,4867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
133,4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
134,4967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
135,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
136,5033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
137,5067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
138,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
139,5133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
140,5167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
141,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
142,5233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
143,5267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
144,5333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
145,5367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
146,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
147,5433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
148,5467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
149,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
150,5533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,movement_move_y_axis,,0.0,0.0
151,5567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,movement_move_y_axis,,0.0,0.0
152,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,movement_move_y_axis,,0.0,0.0
153,5633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,movement_move_y_axis,,0.0,0.0
